"ID","Income","AppliedOnline","Residence","YearCurrentAddress","YearsCurrentEmployer","NumberOfCards","CCDebt","Loans","LoanAmount","SalePrice","Location","MortgageDefault"
"101802.0","48607.0","YES","Owner Occupier","19.0","23.0","2.0","985.0","1.0","4415.0","170000","100","NO"
"100311.0","43330.0","YES","Owner Occupier","9.0","6.0","1.0","25.0","1.0","9630.0","355000","100","NO"
"100724.0","43348.0","NO","Sheltered","12.0","5.0","2.0","608.0","1.0","11720.0","200000","120","YES"
"100321.0","43185.0","YES","Owner Occupier","1.0","9.0","2.0","1646.0","0.0","8125.0","235000","100","NO"
"101593.0","50445.0","YES","Public Housing","10.0","8.0","1.0","237.0","1.0","9310.0","250000","120","YES"
"100761.0","53102.0","NO","Owner Occupier","15.0","1.0","1.0","1147.0","0.0","7590.0","215000","100","YES"
"100534.0","44413.0","YES","Private Renting","13.0","16.0","2.0","885.0","0.0","4665.0","165000","100","YES"
"100558.0","45419.0","YES","Private Renting","1.0","2.0","2.0","231.0","0.0","9200.0","131500","100","NO"
"101468.0","45970.0","NO","Owner Occupier","11.0","7.0","1.0","579.0","0.0","9280.0","132000","100","NO"
"100745.0","45313.0","YES","Owner Occupier","13.0","3.0","2.0","341.0","1.0","4065.0","290000","130","YES"
"100679.0","45584.0","NO","Private Renting","2.0","19.0","1.0","1256.0","0.0","4150.0","474000","110","NO"
"100473.0","43750.0","NO","Private Renting","13.0","6.0","1.0","988.0","1.0","7060.0","443000","100","NO"
"101330.0","45217.0","YES","Private Renting","19.0","8.0","1.0","732.0","0.0","5860.0","240000","120","YES"
"100510.0","43976.0","NO","Public Housing","18.0","12.0","2.0","745.0","0.0","5145.0","350000","100","NO"
"100752.0","44395.0","YES","Owner Occupier","20.0","16.0","2.0","1299.0","1.0","8750.0","290000","100","YES"
"100660.0","49850.0","YES","Living with parents/guardian","5.0","1.0","2.0","1265.0","1.0","4535.0","455000","100","NO"
"100580.0","44477.0","NO","Private Renting","19.0","15.0","1.0","351.0","0.0","8290.0","220000","130","NO"
"100737.0","44306.0","YES","Owner Occupier","15.0","19.0","2.0","7995.0","1.0","13220.0","275000","130","YES"
"101470.0","45949.0","NO","Private Renting","17.0","7.0","1.0","3865.0","0.0","13010.0","149000","100","YES"
"101353.0","43908.0","NO","Public Housing","18.0","15.0","1.0","4242.0","0.0","7915.0","190000","100","NO"
"100593.0","50445.0","YES","Public Housing","10.0","8.0","1.0","237.0","1.0","9310.0","250000","120","YES"
"100499.0","47422.0","YES","Owner Occupier","11.0","12.0","2.0","2010.0","1.0","12315.0","330000","100","YES"
"101365.0","45115.0","YES","Private Renting","11.0","13.0","2.0","5189.0","1.0","16935.0","164000","101","NO"
"100347.0","55554.0","YES","Public Housing","27.0","0.0","1.0","708.0","0.0","8615.0","235000","100","NO"
"101386.0","54603.0","NO","Owner Occupier","8.0","30.0","2.0","1562.0","1.0","7760.0","150000","100","NO"
"100749.0","43876.0","YES","Private Renting","13.0","0.0","2.0","98.0","1.0","5330.0","252500","100","NO"
"101660.0","49850.0","YES","Living with parents/guardian","5.0","1.0","2.0","1265.0","1.0","4535.0","455000","100","NO"
"101495.0","47734.0","YES","Sheltered","23.0","6.0","2.0","2631.0","1.0","14355.0","150000","100","NO"
"101730.0","57388.0","YES","Private Renting","23.0","22.0","1.0","3450.0","0.0","5365.0","105000","101","YES"
"100348.0","54792.0","YES","Owner Occupier","22.0","17.0","1.0","1223.0","0.0","6915.0","254500","130","YES"
"100622.0","49600.0","YES","Private Renting","5.0","9.0","2.0","3366.0","1.0","9065.0","330000","100","NO"
"101770.0","53983.0","YES","Public Housing","1.0","9.0","2.0","2117.0","0.0","9585.0","319000","100","NO"
"101494.0","55421.0","NO","Owner Occupier","11.0","3.0","2.0","1169.0","0.0","10715.0","245000","130","YES"
"100320.0","44483.0","NO","Owner Occupier","16.0","15.0","2.0","116.0","0.0","7535.0","245000","130","YES"
"100376.0","58505.0","YES","Owner Occupier","11.0","9.0","2.0","668.0","0.0","5370.0","150000","100","NO"
"101753.0","53550.0","NO","Public Housing","11.0","23.0","1.0","544.0","1.0","7260.0","250000","120","YES"
"101334.0","44895.0","YES","Owner Occupier","8.0","0.0","2.0","888.0","1.0","8915.0","310000","100","YES"
"100519.0","43408.0","YES","Owner Occupier","10.0","4.0","2.0","1106.0","0.0","10605.0","182500","130","NO"
"101458.0","46645.0","NO","Owner Occupier","19.0","4.0","1.0","884.0","0.0","6045.0","475000","110","NO"
"100524.0","57004.0","YES","Private Renting","14.0","31.0","1.0","3561.0","0.0","6720.0","121000","100","NO"
"100701.0","46501.0","YES","Private Renting","5.0","5.0","2.0","327.0","1.0","9070.0","325000","100","NO"
"101519.0","43408.0","YES","Owner Occupier","10.0","4.0","2.0","1106.0","0.0","10605.0","182500","130","NO"
"101421.0","56486.0","YES","Owner Occupier","5.0","11.0","1.0","696.0","1.0","4240.0","110000","100","NO"
"100790.0","44072.0","YES","Owner Occupier","5.0","5.0","1.0","1250.0","0.0","10590.0","275000","100","YES"
"100681.0","44582.0","NO","Owner Occupier","1.0","13.0","1.0","1581.0","1.0","10410.0","238000","101","NO"
"100595.0","47161.0","YES","Public Housing","0.0","13.0","2.0","1096.0","1.0","4855.0","365000","110","NO"
"101600.0","45537.0","YES","Private Renting","22.0","21.0","2.0","2698.0","1.0","8885.0","1000000","110","YES"
"101423.0","49007.0","NO","Living with parents/guardian","14.0","18.0","1.0","13360.0","0.0","24375.0","200000","100","NO"
"100770.0","53983.0","YES","Public Housing","1.0","9.0","2.0","2117.0","0.0","9585.0","319000","100","NO"
"100684.0","45712.0","YES","Owner Occupier","14.0","15.0","2.0","2216.0","0.0","8910.0","215000","100","NO"
"100753.0","53550.0","NO","Public Housing","11.0","23.0","1.0","544.0","1.0","7260.0","250000","120","YES"
"100282.0","45715.0","YES","Owner Occupier","8.0","14.0","2.0","772.0","1.0","12985.0","137000","100","NO"
"101626.0","52887.0","YES","Public Housing","10.0","9.0","2.0","1339.0","0.0","8560.0","185000","130","YES"
"100452.0","57689.0","NO","Owner Occupier","25.0","19.0","1.0","331.0","1.0","9915.0","315000","100","YES"
"100476.0","44318.0","YES","Owner Occupier","8.0","19.0","1.0","2096.0","0.0","9240.0","150876","100","NO"
"101627.0","44671.0","YES","Private Renting","16.0","9.0","2.0","3971.0","1.0","12050.0","270000","130","YES"
"100402.0","44684.0","YES","Owner Occupier","6.0","9.0","1.0","194.0","1.0","3965.0","1290000","110","NO"
"100493.0","50515.0","NO","Owner Occupier","3.0","5.0","1.0","1642.0","1.0","12725.0","106300","130","YES"
"101588.0","45266.0","NO","Public Housing","3.0","5.0","1.0","6805.0","0.0","21360.0","550000","100","YES"
"101456.0","47026.0","NO","Private Renting","23.0","18.0","2.0","1368.0","0.0","6955.0","145000","130","NO"
"100591.0","56523.0","YES","Public Housing","20.0","10.0","1.0","2066.0","0.0","9340.0","157500","131","YES"
"101415.0","53791.0","YES","Owner Occupier","1.0","15.0","1.0","1844.0","1.0","11855.0","173900","100","YES"
"100440.0","44772.0","YES","Owner Occupier","9.0","6.0","1.0","469.0","0.0","7950.0","1060000","101","NO"
"101682.0","44270.0","YES","Owner Occupier","3.0","22.0","2.0","962.0","1.0","7845.0","200000","111","NO"
"100398.0","44187.0","YES","Owner Occupier","19.0","3.0","1.0","693.0","0.0","9310.0","185000","100","NO"
"100489.0","48084.0","YES","Owner Occupier","10.0","3.0","2.0","555.0","1.0","10500.0","265000","100","YES"
"100539.0","47470.0","NO","Private Renting","9.0","12.0","1.0","2111.0","0.0","9255.0","104000","130","NO"
"101338.0","45813.0","NO","Owner Occupier","10.0","13.0","1.0","59.0","0.0","7385.0","103000","101","YES"
"100670.0","56470.0","YES","Private Renting","31.0","15.0","2.0","390.0","0.0","7055.0","240000","110","YES"
"100592.0","55390.0","NO","Living with parents/guardian","23.0","3.0","1.0","812.0","0.0","7180.0","231000","130","NO"
"100352.0","52961.0","YES","Public Housing","17.0","4.0","1.0","1853.0","1.0","11950.0","125000","130","YES"
"100324.0","51383.0","NO","Owner Occupier","19.0","12.0","2.0","1119.0","1.0","7955.0","222500","101","NO"
"100763.0","45452.0","YES","Owner Occupier","12.0","24.0","1.0","5490.0","1.0","10040.0","328000","100","NO"
"100322.0","50295.0","NO","Owner Occupier","3.0","12.0","1.0","298.0","0.0","6140.0","950000","110","NO"
"100618.0","45463.0","YES","Owner Occupier","2.0","23.0","2.0","478.0","1.0","13350.0","215000","100","NO"
"100725.0","57598.0","YES","Public Housing","25.0","16.0","1.0","2171.0","1.0","5140.0","207000","100","NO"
"100319.0","59193.0","YES","Owner Occupier","26.0","0.0","2.0","2295.0","1.0","7350.0","525000","100","NO"
"100600.0","45537.0","YES","Private Renting","22.0","21.0","2.0","2698.0","1.0","8885.0","1000000","110","YES"
"100789.0","43151.0","NO","Private Renting","6.0","9.0","1.0","681.0","1.0","7290.0","320000","110","NO"
"100338.0","45813.0","NO","Owner Occupier","10.0","13.0","1.0","59.0","0.0","7385.0","103000","101","YES"
"101561.0","45721.0","YES","Living with parents/guardian","3.0","14.0","1.0","294.0","1.0","7925.0","245000","100","NO"
"100764.0","44787.0","YES","Owner Occupier","9.0","4.0","2.0","982.0","0.0","8175.0","295000","100","NO"
"101306.0","43650.0","YES","Public Housing","8.0","12.0","1.0","267.0","0.0","7800.0","355000","100","NO"
"100798.0","47111.0","YES","Private Renting","1.0","14.0","2.0","1001.0","1.0","10510.0","425000","110","YES"
"100418.0","59508.0","YES","Owner Occupier","2.0","19.0","1.0","3671.0","1.0","10595.0","135000","130","NO"
"100732.0","47623.0","YES","Owner Occupier","12.0","7.0","2.0","1358.0","1.0","7365.0","275000","130","YES"
"101578.0","45750.0","YES","Public Housing","13.0","13.0","1.0","1930.0","1.0","11355.0","209000","101","NO"
"100587.0","45246.0","NO","Living with parents/guardian","6.0","5.0","1.0","737.0","1.0","5300.0","175000","130","YES"
"100758.0","58914.0","NO","Living with parents/guardian","11.0","7.0","1.0","1562.0","1.0","9490.0","260000","100","YES"
"100672.0","54777.0","YES","Public Housing","26.0","17.0","2.0","2814.0","1.0","10895.0","260000","100","NO"
"101599.0","52495.0","NO","Owner Occupier","18.0","16.0","2.0","2527.0","1.0","10375.0","195000","100","YES"
"101492.0","53365.0","YES","Owner Occupier","21.0","26.0","1.0","3819.0","0.0","10250.0","230000","100","YES"
"100450.0","54673.0","YES","Owner Occupier","15.0","22.0","2.0","3086.0","1.0","11875.0","180000","100","NO"
"100373.0","49678.0","YES","Owner Occupier","11.0","8.0","2.0","564.0","0.0","7195.0","275000","100","NO"
"100566.0","56590.0","YES","Owner Occupier","27.0","8.0","2.0","332.0","0.0","6605.0","265000","100","YES"
"100346.0","52118.0","YES","Private Renting","17.0","22.0","2.0","2771.0","1.0","8390.0","165000","100","YES"
"100451.0","46949.0","YES","Public Housing","0.0","2.0","2.0","1634.0","1.0","9720.0","300000","110","NO"
"100688.0","45654.0","YES","Public Housing","6.0","18.0","2.0","5471.0","0.0","6915.0","282000","130","YES"
"100731.0","49789.0","YES","Owner Occupier","2.0","4.0","2.0","44.0","0.0","9340.0","200000","100","NO"
"101324.0","51383.0","NO","Owner Occupier","19.0","12.0","2.0","1119.0","1.0","7955.0","222500","101","NO"
"100529.0","50075.0","YES","Private Renting","4.0","18.0","2.0","3768.0","0.0","6095.0","150000","110","NO"
"101412.0","56891.0","NO","Owner Occupier","26.0","1.0","1.0","1543.0","1.0","5545.0","570000","100","NO"
"100430.0","45066.0","YES","Private Renting","16.0","15.0","1.0","860.0","1.0","6605.0","255000","100","YES"
"101720.0","44682.0","YES","Private Renting","12.0","9.0","1.0","1192.0","1.0","7320.0","475000","110","YES"
"101280.0","44202.0","YES","Owner Occupier","8.0","0.0","2.0","748.0","0.0","10455.0","170000","100","NO"
"101598.0","43514.0","YES","Private Renting","17.0","0.0","2.0","274.0","0.0","3425.0","250000","130","YES"
"100799.0","49866.0","NO","Owner Occupier","10.0","24.0","1.0","2493.0","0.0","9340.0","2095000","101","NO"
"101684.0","45712.0","YES","Owner Occupier","14.0","15.0","2.0","2216.0","0.0","8910.0","215000","100","NO"
"100630.0","53180.0","YES","Owner Occupier","9.0","31.0","2.0","11860.0","0.0","16335.0","335000","100","YES"
"100768.0","52772.0","YES","Owner Occupier","23.0","9.0","2.0","1348.0","1.0","8340.0","285000","100","NO"
"100363.0","44193.0","YES","Public Housing","18.0","3.0","1.0","260.0","0.0","6605.0","284500","120","NO"
"101676.0","44597.0","YES","Owner Occupier","10.0","12.0","2.0","468.0","0.0","8630.0","135000","100","NO"
"100407.0","43989.0","YES","Owner Occupier","8.0","10.0","1.0","30.0","1.0","5805.0","410000","101","NO"
"100531.0","45159.0","NO","Owner Occupier","6.0","12.0","1.0","2310.0","0.0","12065.0","190000","100","NO"
"100361.0","44613.0","NO","Public Housing","17.0","11.0","2.0","2134.0","0.0","4215.0","500000","130","YES"
"100746.0","45194.0","NO","Owner Occupier","15.0","10.0","2.0","1678.0","1.0","12915.0","273000","120","NO"
"101592.0","55390.0","NO","Living with parents/guardian","23.0","3.0","1.0","812.0","0.0","7180.0","231000","130","NO"
"101414.0","58026.0","YES","Living with parents/guardian","17.0","13.0","1.0","6156.0","0.0","15905.0","153000","100","YES"
"100360.0","44052.0","YES","Owner Occupier","13.0","5.0","2.0","375.0","0.0","9305.0","235000","100","YES"
"100727.0","51939.0","NO","Public Housing","5.0","2.0","1.0","382.0","0.0","11090.0","105000","101","YES"
"100329.0","44781.0","YES","Owner Occupier","15.0","4.0","1.0","331.0","0.0","10165.0","150000","100","NO"
"100344.0","49745.0","NO","Private Renting","24.0","6.0","1.0","518.0","1.0","5915.0","170000","120","NO"
"100728.0","57623.0","YES","Owner Occupier","1.0","10.0","1.0","4133.0","1.0","10995.0","105000","101","NO"
"100303.0","43795.0","YES","Public Housing","17.0","5.0","2.0","1171.0","0.0","11285.0","153000","100","YES"
"100645.0","43648.0","NO","Owner Occupier","14.0","12.0","1.0","2496.0","1.0","6095.0","219000","100","NO"
"101320.0","44483.0","NO","Owner Occupier","16.0","15.0","2.0","116.0","0.0","7535.0","245000","130","YES"
"100495.0","47734.0","YES","Sheltered","23.0","6.0","2.0","2631.0","1.0","14355.0","150000","100","NO"
"100781.0","44294.0","YES","Owner Occupier","9.0","20.0","2.0","3195.0","1.0","10825.0","211000","130","YES"
"100417.0","44159.0","YES","Public Housing","6.0","4.0","1.0","1110.0","0.0","7735.0","210000","100","YES"
"101716.0","45217.0","NO","Owner Occupier","17.0","8.0","2.0","445.0","1.0","11455.0","315000","120","NO"
"100693.0","48414.0","NO","Public Housing","9.0","0.0","2.0","232.0","0.0","9240.0","250000","110","YES"
"101737.0","44306.0","YES","Owner Occupier","15.0","19.0","2.0","7995.0","1.0","13220.0","275000","130","YES"
"100409.0","43957.0","NO","Public Housing","18.0","13.0","2.0","286.0","1.0","7810.0","350000","110","NO"
"100419.0","51219.0","YES","Private Renting","14.0","15.0","2.0","1292.0","1.0","7005.0","165000","111","YES"
"100585.0","44010.0","YES","Private Renting","4.0","7.0","2.0","542.0","1.0","10180.0","235000","100","NO"
"100706.0","46965.0","NO","Public Housing","21.0","0.0","1.0","83.0","1.0","4070.0","498500","100","YES"
"100378.0","49075.0","NO","Owner Occupier","7.0","16.0","2.0","133.0","0.0","4900.0","149900","101","YES"
"100388.0","48511.0","NO","Owner Occupier","21.0","25.0","1.0","793.0","0.0","9550.0","260000","120","NO"
"100720.0","44682.0","YES","Private Renting","12.0","9.0","1.0","1192.0","1.0","7320.0","475000","110","YES"
"100342.0","43202.0","YES","Owner Occupier","17.0","7.0","1.0","1412.0","1.0","8925.0","650000","101","NO"
"100739.0","43185.0","NO","Living with parents/guardian","0.0","8.0","1.0","20.0","0.0","9420.0","305000","130","NO"
"100295.0","52725.0","YES","Private Renting","26.0","9.0","2.0","12.0","0.0","4415.0","98000","100","NO"
"101580.0","44477.0","NO","Private Renting","19.0","15.0","1.0","351.0","0.0","8290.0","220000","130","NO"
"101325.0","52540.0","YES","Sheltered","0.0","15.0","2.0","397.0","0.0","8250.0","215000","120","YES"
"100310.0","43972.0","YES","Private Renting","0.0","13.0","1.0","340.0","1.0","7410.0","525000","100","YES"
"100570.0","55565.0","NO","Owner Occupier","23.0","0.0","2.0","2219.0","0.0","11885.0","440000","110","YES"
"100682.0","44270.0","YES","Owner Occupier","3.0","22.0","2.0","962.0","1.0","7845.0","200000","111","NO"
"100586.0","44378.0","YES","Private Renting","9.0","18.0","2.0","306.0","0.0","7445.0","582000","120","YES"
"100399.0","44617.0","NO","Owner Occupier","4.0","10.0","2.0","154.0","1.0","925.0","275000","100","YES"
"100523.0","44936.0","YES","Owner Occupier","1.0","22.0","1.0","4502.0","0.0","11015.0","360000","110","NO"
"100769.0","58529.0","YES","Sheltered","0.0","9.0","1.0","1108.0","0.0","11775.0","275000","100","NO"
"100367.0","43645.0","YES","Owner Occupier","5.0","13.0","2.0","502.0","0.0","4600.0","875000","100","NO"
"100614.0","43622.0","YES","Owner Occupier","8.0","18.0","1.0","3828.0","1.0","5625.0","180000","100","YES"
"100503.0","44095.0","YES","Private Renting","13.0","4.0","1.0","368.0","0.0","8730.0","285000","100","NO"
"100664.0","50631.0","YES","Private Renting","26.0","21.0","2.0","2132.0","0.0","3110.0","299500","100","NO"
"100666.0","59179.0","YES","Living with parents/guardian","29.0","5.0","1.0","5780.0","1.0","11885.0","220000","111","NO"
"101793.0","50552.0","YES","Owner Occupier","5.0","23.0","1.0","466.0","0.0","6880.0","380000","110","YES"
"100707.0","46119.0","YES","Private Renting","1.0","6.0","1.0","104.0","0.0","11470.0","145000","100","YES"
"101551.0","43707.0","YES","Owner Occupier","8.0","9.0","1.0","1131.0","0.0","9365.0","125000","100","NO"
"101537.0","45081.0","NO","Owner Occupier","14.0","15.0","2.0","713.0","1.0","8430.0","140000","110","NO"
"100757.0","54451.0","YES","Private Renting","14.0","30.0","1.0","3312.0","1.0","9440.0","150000","100","NO"
"100526.0","52545.0","YES","Owner Occupier","25.0","14.0","1.0","1125.0","0.0","8060.0","147000","100","YES"
"100396.0","44442.0","YES","Private Renting","12.0","16.0","1.0","578.0","0.0","7600.0","300000","100","YES"
"100365.0","45115.0","YES","Private Renting","11.0","13.0","2.0","5189.0","1.0","16935.0","164000","101","NO"
"100379.0","56087.0","YES","Private Renting","14.0","16.0","2.0","1386.0","1.0","9100.0","273500","120","NO"
"100507.0","43633.0","YES","Public Housing","14.0","16.0","1.0","6100.0","0.0","7330.0","650000","110","NO"
"101664.0","50631.0","YES","Private Renting","26.0","21.0","2.0","2132.0","0.0","3110.0","299500","100","NO"
"100628.0","50199.0","YES","Private Renting","5.0","12.0","1.0","1230.0","0.0","10070.0","199000","100","NO"
"100715.0","44150.0","YES","Owner Occupier","9.0","4.0","2.0","1038.0","1.0","9010.0","280000","110","YES"
"100487.0","49409.0","YES","Owner Occupier","11.0","12.0","2.0","107.0","1.0","9745.0","190000","130","NO"
"100354.0","57718.0","YES","Owner Occupier","25.0","16.0","2.0","1555.0","1.0","6285.0","155000","130","YES"
